Nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall,label
2.0,36.0,31,"30,90225239°C","49,95955487%","5,73171945","91,77522598",mango
91.0,94.0,46,"29,36792366°C","76,24900101%","6,149934034","92,82840911",banana
12.0,31.0,26,"35,7877738°C","51,94190321%","5,395275719","100,2160615",mango
34.0,45.0,21,"28,18837136°C","82,60629652%","6,287380117","37,01110438",mungbean
7.0,60.0,25,"28,2753171°C","82,76020821%","6,397636709","56,04995423",mungbean
63.0,44.0,41,"24,17298839°C","83,7287574%","5,583370042","257,0343554",rice
118.0,31.0,34,"27,54823036°C","62,88179198%","6,123796057","181,4170812",coffee
13.0,73.0,20,"30,50420876°C","35,48885969%","5,391560418","162,5927723",pigeonpeas
30.0,13.0,25,"27,15116142°C","91,48889469%","6,413184638","164,9182225",coconut
113.0,19.0,46,"25,41864024°C","81,12122989%","6,286387658","49,52320689",watermelon
68.0,57.0,43,"26,08867875°C","80,37979919%","5,706943251","182,9043504",rice
18.0,21.0,35,"23,2801227°C","94,94330457%","6,368560522","111,1382096",pomegranate
61.0,44.0,17,"26,10018422°C","71,57476937%","6,931756558","102,2662445",maize
19.0,36.0,22,"25,44689075°C","58,55363573%","6,16496284","57,04826619",mothbeans
98.0,22.0,47,"29,07265321°C","91,91533173%","6,341400922","28,83568362",muskmelon
54.0,77.0,85,"17,1418614°C","17,0662427%","7,829211144","83,74606679",chickpea
19.0,24.0,15,"20,48954522°C","93,72485075%","7,137136973","111,8391951",orange
33.0,139.0,203,"33,34214482°C","82,51034633%","5,693287415","70,68098614",Grapes
25.0,62.0,21,"26,73433965°C","68,13999721%","7,040056094","67,15096376",blackgram
27.0,60.0,17,"26,41768321°C","63,64698302%","7,026795359","64,42177127",blackgram
36.0,44.0,21,"25,12528913°C","51,33189406%","4,516154055","38,48678973",mothbeans
31.0,136.0,197,"31,11047251°C","83,34010951%","5,653776058","71,43001582",grapes
5.0,35.0,20,"28,92952635°C","53,57014709%","9,679240873","66,35634104",mothbeans
40.0,22.0,6,"24,53610067°C","91,90997228%","6,488221135","115,9787989",orange
29.0,122.0,196,"41,94865736°C","81,15595212%","5,638328481","73,06862952",Grapes
26.0,32.0,32,"30,91471455°C","49,92963856%","6,810186079","90,14047759",mango
35.0,67.0,49,"41,31330062°C","91,1508798%","6,617066674","239,7427554",papaya
22.0,78.0,76,"17,84851658°C","19,09172907%","8,621662982","76,32470713",chickpea
32.0,25.0,9,"10,35609594°C","93,75652041%","7,796034006","101,1456947",orange
39.0,127.0,202,"15,3246651°C","81,67215994%","6,477768039","71,60102999",grapes
12.0,6.0,8,"30,84835031°C","92,86773675%","6,388617138","107,4142681",orange
113.0,41.0,20,"25,0017188°C","80,53965818%","7,256877571","96,32600992",cotton
37.0,62.0,22,"24,02037872°C","61,62313345%","7,397546271","49,78102578",lentil
50.0,60.0,47,"32,57720726°C","92,74889453%","6,92791761","93,7942847",papaya
90.0,15.0,52,"27,04927452°C","91,3821731%","6,448061578","23,65747461",muskmelon
35.0,80.0,25,"28,09269012°C","44,93322042%","4,895927306","197,1144011",pigeonpeas
21.0,17.0,15,"23,98289638°C","91,5473145%","7,455991072","118,4901697",orange
60.0,58.0,51,"42,07213781°C","92,92203105%","6,840802254","165,7412972",papaya
15.0,77.0,20,"25,13163619°C","66,92642362%","7,399749291","49,04015558",lentil
83.0,11.0,53,"29,54097171°C","92,91778307%","6,163921248","21,9653077",muskmelon
36.0,133.0,198,"25,51939719°C","83,98351748%","6,2286454","69,17281221",grapes
53.0,73.0,77,"19,71359733°C","18,09665739%","7,325451279","73,64476535",chickpea
32.0,70.0,20,"20,89342749°C","46,24856523%","6,208843215","195,5697875",pigeonpeas
22.0,18.0,33,"30,41235793°C","52,48100602%","6,621623545","93,92375879",mango
3.0,18.0,31,"31,65333432°C","48,20662669%","6,392313973","91,09745581",mango
33.0,15.0,7,"15,83388699°C","91,68293851%","7,651225301","109,7571416",orange
21.0,,198,"23,86087054°C","94,92048112%","5,765015126","105,0241329",apple
76.0,47.0,42,"20,08369642°C","83,29114712%","5,739175027","263,6372176",rice
71.0,46.0,40,"20,2801937°C","82,1235421%","7,236705436","191,9535738",rice
88.0,52.0,39,"23,92887902°C","88,07112278%","6,880204617","154,6608736",jute
56.0,67.0,78,"17,57445618°C","16,71826572%","8,255450758","77,81891424",chickpea
98.0,29.0,30,"25,64004392°C","61,03273481%","6,217974349","199,4735636",coffee
26.0,56.0,22,"23,05276444°C","60,424786%","7,011121216","52,60285259",lentil
,65.0,49,"35,32876402°C","91,06138506%","6,678449318","163,9069365",papaya
70.0,54.0,46,"39,73149053°C","91,12220596%","6,919342407","122,7628653",papaya
102.0,46.0,19,"22,77076388°C","82,5993307%","6,631005298","81,49543437",cotton
4.0,19.0,42,"23,83185873°C","87,84034604%","6,306605528","111,2232716",pomegranate
2.0,47.0,15,"29,86860065°C","85,99127934%","6,401455706","58,41394143",mungbean
35.0,66.0,47,"31,7018373°C","91,66232213%","6,953439161","48,83810592",papaya
34.0,66.0,19,"32,97030511°C","60,18122078%","7,586642101","73,44678678",blackgram
101.0,87.0,54,"29,07311132°C","76,50045221%","6,376756633","100,1692639",banana
91.0,7.0,52,"25,07803672°C","83,46230461%","6,405054243","56,39962921",watermelon
6.0,48.0,24,"28,6362812°C","84,61431076%","6,790736339","48,48319335",mungbean
107.0,51.0,22,"24,86560781°C","78,22080815%","5,983075895","79,56866268",cotton
88.0,54.0,44,"25,7354293°C","83,88266234%","6,149410611","233,1321372",rice
111.0,79.0,53,"28,31193338°C","75,77363772%","6,165001278","119,695765",banana
37.0,6.0,13,"26,03097313°C","91,50819306%","7,511755068","101,2847738",orange
95.0,12.0,51,"25,76484262°C","84,1726996%","6,681606702","44,22066914",watermelon
5.0,45.0,21,"28,36291385°C","88,00989267%","6,487124217","43,05130077",mungbean
35.0,68.0,45,"42,93605359°C","90,09448142%","6,612429546","234,8466111",papaya
25.0,40.0,21,"27,73329078°C","81,13903037%","6,248900919","44,17580911",mungbean
88.0,35.0,40,"23,57943626°C","83,58760316%","5,85393208","291,2986618",rice
28.0,45.0,23,"29,65021184°C","80,29868321%","6,489259136","56,76278363",mungbean
4.0,67.0,25,"23,78709569°C","24,35679348%","5,948164454","119,6404412",kidneybeans
43.0,79.0,79,"19,40751744°C","18,98030507%","7,806747656","80,25064637",chickpea
76.0,54.0,45,"24,29496635°C","77,62976013%","6,176618831","184,9800516",jute
38.0,6.0,25,"25,54963273°C","96,92786777%","6,156259104","191,2996157",coconut
1.0,15.0,9,"29,98364695°C","94,55239717%","7,53350946","115,3560318",orange
21.0,63.0,22,"25,09737391°C","67,72837887%","6,859409487","74,61649888",blackgram
34.0,15.0,34,"27,05826457°C","91,10510371%","5,677282678","224,7006953",coconut
90.0,23.0,54,"28,55852465°C","90,45773041%","6,159020864","27,26588346",muskmelon
80.0,52.0,39,"26,41915161°C","76,85691248%","7,165696848","197,2101782",jute
42.0,62.0,75,"18,17912258°C","18,90426935%","7,010570541","81,84997529",chickpea
53.0,65.0,76,"20,19137759°C","16,41998269%","8,719960893","77,33795356",chickpea
7.0,144.0,197,"23,8494014°C","94,34814995%","6,133220586","114,0512495",apple
5.0,29.0,44,"21,02432943°C","93,0569505%","5,578095745","104,7847006",pomegranate
4.0,23.0,5,"22,67594476°C","93,36348717%","7,477935216","110,3332655",orange
35.0,58.0,20,"29,38538562°C","63,47742011%","5,761702519","90,05422663",pigeonpeas
29.0,132.0,204,"23,08950736°C","90,22507299%","6,0967531","108,2166601",apple
67.0,59.0,41,"21,94766735°C","80,97384195%","6,012632591","213,3560921",rice
36.0,67.0,77,"18,36952567°C","19,56381041%","7,152811172","79,26357665",chickpea
78.0,58.0,15,"25,00933355°C","67,816568%","6,528631266","62,91359494",maize
111.0,87.0,48,"26,3985515°C","81,36028902%","5,571401169","98,16752001",banana
8.0,72.0,17,"20,57341244°C","19,7520218%","5,711439256","87,87869161",kidneybeans
10.0,59.0,15,"29,83040388°C","89,30428305%","6,32400451","58,86687093",mungbean
37.0,5.0,34,"25,79490531°C","93,84150618%","5,779032666","152,4238712",coconut
36.0,27.0,26,"26,58413917°C","95,78923137%","6,25449571","171,6262299",coconut
82.0,13.0,52,"27,11535046°C","94,86907886%","6,442810053","26,51924782",muskmelon
27.0,138.0,201,"23,66682067°C","93,90191078%","5,952367662","105,4004751",apple
23.0,57.0,19,"32,83963757°C","67,99803573%","7,251000789","73,40452716",blackgram
26.0,18.0,27,"27,45907759°C","92,90736493%","5,836075368","142,1430003",coconut
17.0,43.0,22,"30,06142622°C","45,90067655%","5,498340808","41,0550915",mothbeans
0.0,65.0,24,"28,49584395°C","62,44616219%","7,841496029","53,14531023",lentil
72.0,45.0,35,"25,42977518°C","82,94682591%","5,758506323","195,3574542",rice
30.0,64.0,20,"33,8642935°C","61,57072498%","6,573531614","68,02199825",blackgram
36.0,67.0,20,"20,39078312°C","60,47528931%","6,924042372","53,31508572",lentil
76.0,60.0,39,"20,0454142°C","80,3477562%","6,766240045","208,5810155",rice
12.0,29.0,13,"22,45616931°C","91,52781832%","7,57125447","118,0069295",orange
20.0,62.0,18,"29,36358721°C","64,98742947%","7,366542647","61,91208707",blackgram
0.0,21.0,32,"35,89855625°C","54,25964196%","6,430139436","92,19721736",mango
20.0,,22,"16,03768615°C","22,33195853%","5,976312538","130,3900798",kidneybeans
34.0,62.0,55,"27,58548913°C","90,72526502%","6,585346229","238,5008779",papaya
107.0,43.0,18,"22,426733°C","81,53480799%","6,745104394","65,54475812",cotton
6.0,7.0,7,"27,68167318°C","94,47316879%","7,199106204","113,9995146",orange
35.0,51.0,17,"28,79929247°C","49,84213387%","3,558822825","40,85534718",mothbeans
60.0,51.0,36,"22,69657794°C","82,81088865%","6,028321558","256,9964761",rice
116.0,28.0,34,"23,44372334°C","60,39523266%","6,42321105","122,2103248",coffee
20.0,20.0,10,"11,86631922°C","93,68394562%","6,976997772","106,060149",orange
14.0,41.0,17,"29,12939524°C","88,48312598%","7,085982325","36,45012824",mungbean
83.0,38.0,35,"25,70822684°C","52,88667115%","7,18915558","136,7325092",coffee
0.0,19.0,33,"27,1326009°C","95,23797989%","6,234458417","204,7206567",coconut
93.0,85.0,49,"27,96799119°C","79,28625709%","5,694243847","119,4765557",banana
0.0,49.0,18,"29,68361658°C","87,93598094%","6,990095452","41,82490236",mungbean
31.0,6.0,26,"29,12859129°C","91,30924833%","5,741367375","157,2388553",coconut
26.0,121.0,201,"22,19109412°C","90,02575116%","6,162034371","112,3126628",apple
107.0,45.0,25,"23,0865933°C","83,55546146%","7,227745516","71,84080724",cotton
36.0,128.0,204,"25,23542319°C","80,68700527%","5,695792761","67,03840888",Grapes
10.0,125.0,196,"22,31253665°C","90,03577124%","5,730557448","113,0688155",apple
7.0,21.0,35,"25,76011662°C","94,65830608%","5,764812076","131,2451414",coconut
16.0,18.0,26,"28,43647052°C","91,81320717%","5,568365926","145,5414413",coconut
75.0,56.0,44,"25,2746335°C","73,7459581%","6,109478059","168,0432282",jute
38.0,61.0,52,"31,22790131°C","94,94021378%","6,620729882","46,44279118",papaya
0.0,67.0,22,"29,82112112°C","69,4073209%","6,593798387","51,56461082",lentil
28.0,130.0,196,"22,13450646°C","94,67695747%","6,062356467","112,9203223",apple
21.0,21.0,30,"27,69819273°C","51,41593238%","5,403908328","100,7720705",mango
79.0,45.0,20,"23,80546189°C","59,24537979%","5,715208817","89,9622014",maize
67.0,68.0,49,"35,26824831°C","92,38282957%","6,821774589","149,8488208",papaya
109.0,79.0,45,"27,66752761°C","79,68542782%","6,490074429","108,66464",banana
38.0,15.0,30,"28,91862016°C","48,13974548%","5,075504537","97,01331604",mango
49.0,55.0,51,"24,87212063°C","93,90560147%","6,676578778","135,1694525",papaya
28.0,6.0,40,"22,10621387°C","91,34039616%","6,769855664","106,8704803",Pomegranate
26.0,66.0,22,"18,06486101°C","65,1034354%","6,300479414","51,54922825",lentil
24.0,63.0,19,"19,3479443°C","55,96805489%","4,681576043","194,5921148",pigeonpeas
5.0,23.0,15,"25,66901098°C","92,04670813%","7,408939392","112,5424199",orange
30.0,75.0,81,"19,41789736°C","16,80472243%","6,408437886","68,4951189",chickpea
117.0,82.0,45,"25,29391516°C","79,29122198%","5,614471478","105,4220251",
111.0,41.0,18,"23,64328417°C","78,1258666%","6,10539819","80,96157332",cotton
85.0,38.0,41,"21,58711777°C","82,7883708%","6,249050656","276,6552459",rice
95.0,23.0,45,"27,82424457°C","90,56698742%","6,266208727","21,19014526",muskmelon
82.0,35.0,44,"26,96656378°C","78,21047693%","6,239011","169,8391177",jute
18.0,9.0,40,"19,44623085°C","89,02127045%","5,627186257","106,1606833",pomegranate
87.0,35.0,25,"21,44526922°C","63,1621551%","6,178056304","65,88951188",maize
9.0,56.0,17,"26,13708256°C","66,7729209%","6,261937875","46,48280681",lentil
13.0,75.0,20,"30,55992394°C","35,29006485%","6,979540061","178,8998611",pigeonpeas
98.0,44.0,21,"25,77175115°C","74,089114%","6,524478032","107,4931917",maize
112.0,87.0,48,"27,19711623°C","77,3970629%","6,200111068","99,46950465",banana
10.0,56.0,18,"27,99627907°C","68,6428593%","7,32710972","46,10585191",lentil
103.0,42.0,17,"24,29470232°C","84,61527627%","6,527541661","81,05902285",cotton
43.0,66.0,79,"19,46233971°C","15,22538951%","7,976607593","74,58565097",chickpea
108.0,23.0,51,"26,84366082°C","83,85039964%","6,106500787","40,228644",watermelon
110.0,39.0,25,"22,60612115°C","77,34264002%","7,208795456","75,13617229",cotton
57.0,57.0,75,"17,09104223°C","18,25142068%","7,785039076","87,27444866",chickpea
81.0,53.0,42,"23,67575393°C","81,03569343%","5,17782304","233,7034975",rice
12.0,29.0,40,"19,68291173°C","89,75272999%","6,594037135","111,2818551",pomegranate
100.0,48.0,17,"23,7805123°C","83,03878838%","7,827877818","66,26555904",cotton
40.0,58.0,75,"18,59190771°C","14,77959596%","7,168096055","89,60982451",chickpea
97.0,22.0,26,"23,60567546°C","59,68849145%","6,074190142","185,1568059",coffee
101.0,11.0,51,"25,50736962°C","84,24340241%","6,792035575","44,2068997",watermelon
36.0,55.0,20,"27,01470397°C","84,34262707%","6,635968698","55,296354",mungbean
79.0,45.0,43,"25,71901283°C","79,15532398%","7,171054239","187,1735424",jute
31.0,121.0,201,"23,15791104°C","90,34396882%","5,731535258","110,712841",apple
30.0,28.0,30,"31,86641378°C","52,19331595%","5,064613314","98,46768642",mango
85.0,89.0,51,"29,21144871°C","84,70189923%","6,158164422","108,5501443",banana
73.0,58.0,21,"19,97215954°C","57,68272924%","6,596060648","60,65171481",maize
20.0,29.0,27,"25,09897688°C","92,36099489%","6,047044342","157,7592626",coconut
50.0,56.0,76,"20,99502153°C","19,8601304%","7,966605025","73,50734019",chickpea
91.0,35.0,38,"24,8972823°C","80,52586088%","6,13428721","183,6793207",rice
39.0,64.0,52,"28,91842453°C","94,63676767%","6,678695788","63,68794608",papaya
90.0,92.0,55,"27,00932084°C","80,18546798%","6,13465588","97,32531705",banana
82.0,48.0,36,"25,79351957°C","81,76904006%","6,352076783","193,2418382",jute
6.0,13.0,29,"27,31155708°C","99,96906006%","5,832608028","201,8258633",coconut
68.0,52.0,49,"24,42561272°C","92,27749066%","6,577192175","63,35298768",papaya
22.0,43.0,24,"25,42517036°C","53,2208266%","4,52363558","46,19374559",mothbeans
90.0,48.0,45,"24,06475727°C","71,31342851%","6,509174789","153,6390212",jute
6.0,68.0,18,"24,388717°C","62,50453062%","6,711341147","47,26052494",lentil
29.0,72.0,24,"23,17409556°C","36,67847052%","6,962386495","162,5931264",pigeonpeas
127.0,37.0,18,"24,87663664°C","76,30050373%","7,041065585","91,9223468",cotton
5.0,62.0,23,"27,9348279°C","66,45457122%","4,722222454","145,3728801",pigeonpeas
117.0,76.0,47,"25,56202173°C","77,38229006%","6,119216009","93,10247183",banana
2.0,56.0,23,"26,65333029°C","59,79023382%","7,550090941","36,91852635",mothbeans
70.0,44.0,19,"23,31689124°C","73,4541537%","5,852607099","94,29712821",maize
113.0,30.0,50,"26,03967219°C","83,9862443%","6,277484043","43,87712348",watermelon
87.0,44.0,43,"23,87484465°C","86,79261344%","6,718725189","177,5147313",jute
117.0,86.0,53,"25,19640218°C","83,55829874%","5,703381728","115,8586081",banana
32.0,137.0,204,"22,86006627°C","93,12859895%","5,824151693","117,7296726",apple
34.0,73.0,15,"20,97195263°C","63,83179889%","7,630424083","53,10207889",lentil
13.0,144.0,204,"30,7280404°C","82,42614055%","6,092241627","68,38135469",Grapes
22.0,9.0,44,"24,72235539°C","88,87651295%","5,744361602","112,1926517",pomegranate
10.0,78.0,18,"18,54141834°C","62,70637578%","6,296976913","44,07819743",lentil
93.0,58.0,38,"20,61521424°C","83,77345559%","6,932400225","279,5451717",rice
6.0,142.0,202,"27,23708304°C","82,94573346%","6,224542938","70,42508897",grapes
39.0,70.0,15,"20,76774783°C","63,90164154%","6,366355781","47,9271552",lentil
40.0,73.0,20,"21,59343016°C","20,31871249%","5,811314232","61,13872036",kidneybeans
37.0,18.0,30,"27,63551259°C","99,34854917%","6,38488418","157,9171537",coconut
85.0,58.0,41,"120,0°C","80,31964408%","7,038096361","226,6555374",rice
39.0,25.0,36,"18,90223032°C","94,99897537%","5,567805185","107,6103211",pomegranate
98.0,18.0,27,"27,56088634°C","68,49299897%","6,516312148","167,4358075",coffee
74.0,48.0,17,"21,63162756°C","60,27766379%","6,430616465","69,21803098",maize
23.0,59.0,25,"27,8262623°C","88,73100226%","6,320768488","56,68833819",mungbean
32.0,13.0,42,"23,50128217°C","92,97527546%","5,786058032","106,61905",pomegranate
9.0,11.0,8,"24,85903405°C","94,39000473%","6,559236744","111,7803734",orange
132.0,41.0,22,"24,29144926°C","81,02453404%","7,810865753","90,41694635",cotton
27.0,8.0,32,"27,00648436°C","96,46168931%","5,627860549","144,3331315",coconut
82.0,25.0,51,"24,31334971°C","87,47409052%","6,074209622","48,11248366",watermelon
114.0,40.0,17,"24,32630461°C","80,13456404%","6,363406102","69,45072055",cotton
58.0,46.0,45,"42,39413392°C","90,79028064%","6,576261427","88,46607497",papaya
102.0,49.0,21,"24,69315538°C","84,84422454%","6,253343655","89,799462",cotton
83.0,58.0,23,"19,74213321°C","59,66263104%","6,381201909","65,50861389",maize
87.0,14.0,48,"29,69238699°C","92,58862544%","6,606033244","29,1102594",muskmelon
34.0,75.0,24,"23,50222822°C","51,29019509%","4,760038039","192,3023991",pigeonpeas
75.0,36.0,44,"23,28081°C","74,27607475%","6,613341343","153,7447398",jute
63.0,35.0,16,"22,02720976°C","65,35549924%","6,272417541","83,73280082",maize
76.0,44.0,45,"25,4879684°C","84,48235878%","6,740947635","168,7848886",jute
39.0,139.0,201,"41,18664903°C","81,01783402%","5,539980812","68,68895899",grapes
22.0,138.0,195,"27,83487131°C","83,51444973%","6,208196881","73,02882766",grapes
80.0,18.0,52,"27,87317436°C","91,14849627%","6,484799661","24,05207925",muskmelon
23.0,21.0,26,"26,45488737°C","93,45042636%","5,901495544","149,2220255",coconut
67.0,43.0,39,"26,04371967°C","84,96907151%","5,999969026","186,7536773",rice
20.0,30.0,27,"27,81005614°C","51,59445462%","4,74910393","95,89898581",mango
39.0,52.0,53,"32,51247398°C","94,65904123%","6,704204398","51,07048113",papaya
31.0,20.0,26,"25,56567803°C","97,61361544%","6,443168642","199,7936345",coconut
2.0,123.0,205,"22,36629253°C","90,78572467%","5,739652177","124,9831618",apple
91.0,41.0,37,"24,48556447°C","83,20630007%","6,132570523","192,2316221",jute
9.0,66.0,21,"30,11812084°C","34,13307843%","5,719889876","157,0858232",pigeonpeas
22.0,60.0,85,"18,8392908°C","14,74071856%","7,811997977","94,78189594",chickpea
121.0,47.0,16,"23,60564038°C","79,29573149%","7,723240151","72,49800885",cotton
36.0,43.0,24,"27,09400578°C","43,65305437%","3,510404312","41,53749535",mothbeans
20.0,27.0,41,"20,51343484°C","92,51675903%","5,700088663","110,5764023",pomegranate
108.0,22.0,46,"26,17668721°C","86,7295205%","6,121168559","53,33484977",watermelon
15.0,133.0,199,"23,99686172°C","91,61001707%","5,824778636","117,6102915",apple
42.0,58.0,25,"27,45853567°C","62,90020977%","6,513620918","69,46020927",blackgram
16.0,51.0,21,"31,01963639°C","49,9767522%","3,532008668","32,81296548",mothbeans
40.0,59.0,23,"36,89163721°C","62,73178224%","5,269084669","163,7266551",pigeonpeas
14.0,57.0,15,"29,8757015°C","83,14796296%","6,623438282","40,12044158",mungbean
2.0,21.0,44,"18,92157197°C","87,31290342%","6,56893406","102,8013275",pomegranate
94.0,54.0,17,"23,39128187°C","61,74427165%","5,871647806","107,3198135",maize
18.0,19.0,29,"27,59376845°C","92,48519606%","6,206077742","162,8432736",coconut
50.0,59.0,47,"40,76998685°C","92,09278584%","6,747975732","209,8678411",papaya
24.0,128.0,196,"-200,0°C","90,69489172%","5,521466996","110,4317855",apple
57.0,56.0,78,"17,34150229°C","18,75626255%","8,861479668","67,9545435",chickpea
15.0,125.0,199,"18,4269936°C","80,55625868%","5,569230319","69,75734306",Grapes
16.0,10.0,41,"24,77464458°C","85,63608688%","6,738993954","105,7595811",pomegranate
17.0,67.0,18,"31,2192752°C","56,46868874%","5,611510977","129,2028653",pigeonpeas
34.0,54.0,24,"31,2119298°C","41,55934359%","5,026003659","68,80141783",mothbeans
47.0,80.0,77,"17,18248372°C","16,42891834%","7,561108006","72,85017344",chickpea
34.0,6.0,27,"25,84726298°C","90,92669463%","5,860740481","147,8888994",coconut
30.0,143.0,199,"23,76881552°C","90,59810302%","5,7983508","102,2648546",apple
30.0,65.0,25,"32,88733849°C","64,59457409%","7,70650895","71,50569456",blackgram
4.0,61.0,21,"24,84063998°C","60,09116626%","6,75020529","48,77790371",lentil
29.0,36.0,25,"28,28511547°C","88,4393979%","7,130278657","48,56690235",mungbean
118.0,44.0,23,"22,08458267°C","82,82904143%","6,691690476","67,06459777",cotton
116.0,40.0,33,"24,91370487°C","54,15319242%","7,042089492","129,5481144",coffee
4.0,59.0,22,"29,33743412°C","49,00323081%","8,914074888","42,44054315",mothbeans
27.0,59.0,20,"28,00937423°C","52,60950014%","4,397698806","36,01203025",mothbeans
15.0,27.0,28,"33,80398664°C","46,12866113%","4,507523551","90,82549241",mango
23.0,45.0,23,"28,77653519°C","86,69133979%","6,983130466","56,12443206",mungbean
38.0,24.0,33,"28,28905147°C","97,00396405%","5,973853124","142,9403233",coconut
26.0,67.0,16,"29,10713092°C","67,90577375%","7,17620823","67,83345933",blackgram
12.0,78.0,23,"16,06522754°C","18,72479695%","5,99812453","88,06638775",kidneybeans
28.0,123.0,198,"23,46260321°C","91,45665004%","5,682751473","111,7763395",apple
30.0,122.0,197,"21,37784654°C","92,72043743%","5,573241391","106,1417017",apple
15.0,36.0,27,"27,78912455°C","53,96886679%","5,643710216","91,01152997",mango
42.0,60.0,47,"33,46873719°C","92,12746225%","6,834808348","136,8277041",papaya
38.0,72.0,21,"28,23416057°C","49,4421345%","5,902103172","186,5008581",pigeonpeas
18.0,5.0,11,"20,87947369°C","90,93756231%","6,251586885","102,4550786",orange
77.0,52.0,17,"24,86374934°C","65,7420046%","5,714799723","75,82270467",maize
33.0,77.0,15,"23,89736406°C","66,32102048%","7,802212437","40,74536757",lentil
70.0,43.0,40,"24,35564134°C","88,80391021%","6,176860192","169,1168028",jute
18.0,36.0,23,"24,01825377°C","53,76623369%","7,214078621","35,03404425",mothbeans
48.0,57.0,54,"29,02328049°C","90,20396783%","6,617703178","126,8069869",papaya
23.0,55.0,16,"21,01142393°C","69,69141302%","5,111488821","185,2039114",pigeonpeas
22.0,49.0,22,"28,23494706°C","61,5620517%","3,71105919","72,66666443",mothbeans
6.0,125.0,204,"27,92004934°C","82,93262435%","5,733539807","69,92092839",Grapes
34.0,9.0,36,"22,8122645°C","86,34233767%","6,276038961","110,4432293",pomegranate
4.0,69.0,19,"19,25100056°C","47,70351758%","5,374358869","149,063196",pigeonpeas
16.0,55.0,19,"19,54314136°C","47,19188279%","6,413543781","192,4372194",pigeonpeas
32.0,145.0,203,"23,83053666°C","90,84422164%","6,406818518","109,5966791",apple
38.0,132.0,197,"20,42094753°C","81,54185044%","5,931101816","66,93065667",Grapes
9.0,60.0,21,"29,94413861°C","67,31323084%","7,52178027","40,37113729",lentil
105.0,77.0,52,"29,16226551°C","76,16151562%","5,816622479","100,0075679",banana
38.0,62.0,25,"32,7477393°C","67,77954584%","7,453975408","63,37784443",blackgram
35.0,140.0,197,"16,77557314°C","82,75241875%","6,106190557","66,76285469",grapes
26.0,63.0,17,"29,87854588°C","65,73085206%","6,950300686","44,95654782",lentil
114.0,20.0,26,"25,55656667°C","62,67087838%","7,27905689","193,5866233",coffee
1.0,76.0,17,"28,43430726°C","52,10010827%","6,012719118","147,0414824",pigeonpeas
28.0,7.0,9,"34,5917846°C","92,13229786%","6,730757538","115,5650287",orange
40.0,61.0,22,"20,94981756°C","65,8108757%","7,002216044","44,23913012",lentil
103.0,27.0,31,"27,15998538°C","51,59100753%","6,691541233","126,1752206",coffee
89.0,53.0,44,"24,88692811°C","71,91711523%","7,319735475","150,2498675",jute
14.0,19.0,14,"17,68408797°C","94,35815354%","6,699164936","108,0638166",orange
52.0,58.0,16,"30,64095781°C","61,14508627%","7,167435834","71,36947525",blackgram
114.0,30.0,51,"29,24908541°C","90,06998135%","6,069171847","25,93496537",muskmelon
95.0,52.0,36,"26,22916897°C","83,83625819%","5,543360238","286,5083725",rice
87.0,23.0,28,"26,22367404°C","62,26594559%","6,979590627","193,7461968",coffee
108.0,38.0,24,"23,41022496°C","76,43836957%","7,442217061","78,82199603",cotton
,8.0,11,"24,35590861°C","92,39651663%","6,600948788","119,6946577",orange
32.0,120.0,204,"10,38004759°C","83,44518113%","6,138958698","67,3917379",grapes
36.0,65.0,80,"18,2872007°C","16,67921616%","6,051091339","74,87445574",chickpea
86.0,39.0,43,"26,14576648°C","71,23690851%","6,432051512","193,1007598",jute
11.0,60.0,23,"27,33684386°C","88,50229102%","7,033012777","51,09802625",mungbean
38.0,61.0,21,"30,27374995°C","67,38680755%","4,696518678","127,7767134",pigeonpeas
78.0,58.0,44,"26,80079604°C","80,88684822%","5,108681786","284,4364567",rice
4.0,134.0,200,"28,57828803°C","80,95628959%","5,840256272","73,34232097",grapes
10.0,79.0,18,"21,0643684°C","55,46985938%","5,624731338","184,6226709",pigeonpeas
39.0,5.0,31,"27,10134661°C","93,69979946%","5,551963184","150,9502632",coconut
78.0,43.0,42,"21,32376327°C","83,00320459%","7,283736617","192,3197536",rice
90.0,57.0,24,"18,92851916°C","72,80086137%","6,158860284","82,34162918",maize
22.0,60.0,24,"18,78226261°C","20,24768314%","5,630664753","104,2570723",kidneybeans
31.0,68.0,45,"42,92325255°C","90,07600528%","6,938313356","196,2408242",papaya
17.0,59.0,17,"18,4167001°C","23,42829938%","5,689858133","132,9801054",kidneybeans
108.0,26.0,52,"28,82629037°C","94,26765349%","6,201797639","26,23838511",muskmelon
29.0,21.0,45,"23,40981539°C","93,13277%","6,749260456","105,2240743",pomegranate
90.0,86.0,55,"27,96236771°C","84,15403614%","5,644486582","97,55986676",banana
26.0,37.0,30,"35,39986338°C","49,45962621%","6,166173834","97,41054011",mango
43.0,64.0,47,"38,58954491°C","91,58076549%","6,825664782","102,2708231",papaya
15.0,6.0,41,"19,0087067°C","88,83768149%","6,897368477","108,6793978",Pomegranate
14.0,131.0,198,"33,4641162°C","83,86742974%","5,562790949","67,92204319",grapes
54.0,61.0,77,"18,81198127°C","15,21618225%","6,206582193","77,5429424",chickpea
28.0,72.0,84,"18,72963144°C","19,18197264%","6,481783043","71,58010169",chickpea
99.0,57.0,38,"24,80624984°C","82,09281674%","6,356295568","156,3616174",jute
